id,target
358,0.03357
359,0.03456
361,0.03647
362,0.04068
365,0.03829
366,0.04205
368,0.03830
369,0.03505
371,0.03284
373,0.03720
376,0.03490
377,0.04354
379,0.03650
381,0.03434
382,0.03810
383,0.03612
384,0.03708
385,0.04013
386,0.04273
387,0.03952
388,0.04627
390,0.03979
391,0.03595
392,0.04319
393,0.04700
394,0.03667
396,0.03978
400,0.03367
402,0.05834
403,0.03510
405,0.03384
407,0.03902
409,0.04536
411,0.03661
412,0.03168
414,0.06161
415,0.03626
416,0.02954
418,0.03552
419,0.03783
421,0.03011
422,0.05404
423,0.04328
424,0.04319
426,0.03086
427,0.04798
428,0.04254
436,0.03799
438,0.03783
442,0.03575
443,0.03464
445,0.03666
446,0.03657
447,0.03120
450,0.04402
452,0.03338
453,0.04082
455,0.03767
458,0.05482
459,0.03056
461,0.04007
463,0.02967
467,0.05445
470,0.04073
471,0.04292
472,0.03224
476,0.04383
477,0.03741
481,0.03858
482,0.04206
483,0.04835
485,0.03624
487,0.03885
488,0.03656
490,0.04217
492,0.03927
494,0.04802
497,0.04572
499,0.03937
500,0.03990
501,0.03554
503,0.03685
505,0.03448
506,0.03852
507,0.04207
509,0.04436
510,0.03765
511,0.04309
512,0.03044
514,0.04323
515,0.03093
516,0.03705
517,0.05198
519,0.04084
520,0.04832
521,0.03377
522,0.03752
523,0.03677
527,0.04202
530,0.04367
532,0.03431
534,0.03410
536,0.04602
539,0.03262
543,0.03348
547,0.04245
550,0.04389
551,0.04517
552,0.03438
553,0.04829
555,0.03331
556,0.03914
557,0.03185
558,0.04276
559,0.03342
560,0.03578
561,0.03820
565,0.03741
566,0.03585
567,0.03598
571,0.03469
572,0.03559
574,0.03338
575,0.03234
576,0.04307
577,0.04544
578,0.03344
579,0.04142
581,0.02426
587,0.03501
589,0.03307
590,0.04936
591,0.03639
592,0.04230
593,0.03521
594,0.04935
595,0.05328
596,0.03006
597,0.03767
598,0.05162
600,0.03246
602,0.02807
605,0.03562
606,0.04360
607,0.03979
612,0.02747
613,0.04078
614,0.03258
615,0.04106
616,0.04266
617,0.03511
618,0.05058
620,0.03202
621,0.03111
622,0.03166
623,0.03647
628,0.03422
631,0.03781
632,0.03040
633,0.03773
634,0.04096
635,0.05245
637,0.04424
638,0.05295
640,0.04780
643,0.03659
644,0.06306
645,0.04425
646,0.03417
649,0.03718
651,0.04140
653,0.02969
654,0.04315
655,0.05318
656,0.03404
658,0.04458
659,0.02900
661,0.04249
662,0.03978
663,0.05194
664,0.05888
665,0.03858
667,0.03534
668,0.03802
671,0.04037
673,0.04189
674,0.05153
675,0.03177
676,0.04009
677,0.02964
678,0.03331
679,0.04303
680,0.03220
681,0.04890
682,0.04353
683,0.03773
684,0.03912
686,0.04088
687,0.04612
688,0.04705
690,0.03245
691,0.03905
692,0.05054
693,0.03667
694,0.03696
695,0.03293
696,0.03566
698,0.04181
699,0.03221
702,0.03985
703,0.02589
705,0.04418
706,0.04336
707,0.03610
708,0.03486
709,0.05041
710,0.05491
713,0.04675
714,0.03847
715,0.04485
716,0.04514
717,0.04728
718,0.03853
719,0.03187
720,0.03870
721,0.03712
723,0.04413
724,0.04373
726,0.03338
728,0.05556
730,0.03168
732,0.03236
734,0.02865
735,0.03705
737,0.02970
738,0.03620
741,0.03885
742,0.03464
743,0.03767
746,0.03730
747,0.03910
749,0.04226
750,0.04809
752,0.04160
755,0.04108
757,0.03360
758,0.03576
759,0.03488
765,0.03846
766,0.02998
767,0.05041
768,0.03506
769,0.04225
770,0.03170
771,0.03556
772,0.03015
773,0.04844
775,0.03636
776,0.04036
778,0.03658
779,0.04286
780,0.03987
782,0.03848
783,0.04243
784,0.03695
785,0.03384
786,0.03768
788,0.04148
789,0.03512
792,0.04463
793,0.03122
794,0.04013
797,0.04734
798,0.02956
799,0.04135
800,0.04081
801,0.04866
802,0.04327
805,0.03459
807,0.03558
808,0.03189
811,0.03875
813,0.03325
814,0.04004
815,0.05522
816,0.04343
817,0.03525
819,0.02857
821,0.03069
823,0.03210
825,0.04112
826,0.02920
827,0.02881
828,0.03030
830,0.04110
831,0.05015
833,0.03071
834,0.06061
835,0.04596
836,0.03554
837,0.03948
838,0.05253
840,0.03163
842,0.03240
844,0.03947
845,0.04859
847,0.04105
848,0.04655
850,0.03105
851,0.04045
852,0.05080
853,0.05819
855,0.02957
856,0.04647
857,0.04362
859,0.04260
860,0.04427
862,0.04961
863,0.04509
864,0.03877
867,0.03445
868,0.03576
869,0.03045
871,0.03915
873,0.04490
875,0.04251
876,0.04240
877,0.03157
879,0.05859
880,0.04288
883,0.03689
884,0.03311
885,0.03633
886,0.03953
887,0.03656
888,0.03238
891,0.04080
893,0.03487
895,0.06933
897,0.03493
898,0.05235
901,0.03689
902,0.03564
904,0.04320
905,0.03652
907,0.04591
908,0.03886
909,0.03967
910,0.03129
911,0.03255
913,0.03813
914,0.03879
915,0.05089
916,0.03191
917,0.04732
919,0.03923
920,0.03469
923,0.03969
924,0.03283
925,0.04036
926,0.03994
928,0.03175
929,0.02706
932,0.04164
935,0.03828
936,0.04925
937,0.03605
938,0.04007
939,0.03752
940,0.03879
941,0.03321
944,0.04291
945,0.03112
946,0.04072
947,0.03497
949,0.03658
950,0.03131
952,0.03539
953,0.04090
955,0.03273
956,0.03250
957,0.03454
960,0.04791
961,0.03650
962,0.03227
963,0.03618
964,0.04437
967,0.03652
975,0.03813
976,0.04159
977,0.03206
978,0.04460
980,0.03455
985,0.04536
986,0.05157
987,0.03030
989,0.03544
992,0.03750
994,0.04070
995,0.03364
996,0.03295
997,0.04499
998,0.03461
999,0.04399
1000,0.04134
1004,0.03591
1005,0.05261
1006,0.03392
1007,0.06234
1010,0.03567
1011,0.04670
1012,0.03059
1013,0.04148
1014,0.03534
1016,0.05032
1018,0.04516
1019,0.03326
1020,0.03547
1022,0.04096
1023,0.03610
1024,0.03409
1025,0.03884
1029,0.04721
1031,0.03285
1032,0.02837
1033,0.03331
1034,0.04816
1035,0.04467
1036,0.03571
1037,0.03198
1038,0.04076
1039,0.03844
1041,0.03194
1043,0.04117
1049,0.05503
1050,0.05529
1051,0.03882
1052,0.03818
1053,0.03898
1054,0.04311
1056,0.05012
1057,0.05239
1060,0.04213
1061,0.03157
1062,0.03306
1063,0.04099
1064,0.05246
1065,0.03108
1066,0.05885
1068,0.04317
1073,0.04656
1075,0.03118
1079,0.03423
1081,0.03957
1083,0.05583
1085,0.03701
1086,0.03915
1087,0.03333
1088,0.03088
1089,0.04701
1090,0.04533
1091,0.04207
1092,0.04181
1095,0.04232
1098,0.04311
1099,0.03639
1100,0.05066
1101,0.04986
1103,0.04831
1104,0.04740
1106,0.03502
1107,0.03573
1108,0.05573
1109,0.03904
1113,0.03900
1114,0.04856
1116,0.03597
1117,0.03761
1118,0.03820
1119,0.04709
1120,0.03873
1121,0.03865
1122,0.04226
1123,0.03669
1125,0.03141
1126,0.03490
1127,0.02796
1128,0.04593
1129,0.03602
1130,0.04928
1132,0.03888
1133,0.04937
1136,0.02986
1137,0.03954
1140,0.04346
1142,0.03878
1144,0.04478
1145,0.04096
1146,0.03545
1148,0.04419
1150,0.03499
1151,0.03554
1153,0.04666
1154,0.03844
1155,0.03811
1156,0.04383
1157,0.03888
1158,0.04181
1160,0.02526
1161,0.04579
1167,0.03705
1168,0.03163
1170,0.04127
1171,0.03602
1173,0.03916
1174,0.04173
1175,0.04084
1176,0.03440
1177,0.03068
1178,0.04453
1179,0.03506
1180,0.03611
1181,0.03862
1182,0.03862
1183,0.03956
1185,0.03612
1188,0.03535
1189,0.02703
1190,0.04984
1191,0.03839
1192,0.04081
1194,0.03280
1197,0.04051
1198,0.03934
1199,0.03674
1200,0.03263
1203,0.05787
1204,0.03893
1207,0.03299
1208,0.04596
1209,0.04290
1210,0.05465
1211,0.03507
1213,0.03305
1214,0.03990
1215,0.03665
1216,0.05962
1217,0.03966
1218,0.03785
1219,0.03722
1223,0.03672
1225,0.03492
1226,0.03523
1228,0.04375
1229,0.03814
1231,0.04205
1232,0.05711
1233,0.03968
1235,0.03571
1238,0.03221
1239,0.03863
1240,0.03784
1241,0.03605
1242,0.03914
1243,0.03493
1244,0.03151
1246,0.05045
1249,0.04036
1250,0.02565
1252,0.03279
1254,0.03646
1255,0.03213
1256,0.03201
1257,0.03211
1258,0.03812
1259,0.04898
1260,0.03960
1262,0.03279
1263,0.03085
1264,0.03582
1265,0.04521
1266,0.02834
1269,0.04278
1270,0.03989
1271,0.02773
1272,0.04958
1273,0.03375
1274,0.03619
1277,0.03295
1278,0.03169
1281,0.03503
1282,0.04349
1283,0.03009
1284,0.03854
1285,0.04873
1286,0.04786
1289,0.03597
1291,0.03338
1292,0.04511
1293,0.05014
1294,0.04525
1295,0.04854
1297,0.03125
1298,0.03522
1301,0.04002
1304,0.04870
1305,0.03065
1307,0.04458
1308,0.04020
1309,0.05199
1313,0.05263
1314,0.03929
1316,0.03642
1317,0.03787
1318,0.04543
1320,0.03920
1321,0.03030
1322,0.03271
1323,0.03926
1325,0.04019
1330,0.03129
1331,0.03305
1334,0.03400
1337,0.03598
1339,0.04408
1340,0.03740
1341,0.03798
1343,0.03803
1344,0.03322
1347,0.03428
1348,0.04034
1350,0.03070
1351,0.03442
1355,0.03650
1356,0.04385
1357,0.03643
1358,0.03513
1360,0.03810
1363,0.03535
1364,0.03187
1366,0.03313
1367,0.04703
1368,0.04291
1369,0.04266
1370,0.03795
1375,0.03068
1376,0.02853
1378,0.04557
1379,0.03824
1380,0.04200
1384,0.02489
1385,0.03555
1386,0.04995
1388,0.03378
1389,0.03143
1391,0.04403
1392,0.03306
1393,0.03797
1395,0.03676
1396,0.03846
1399,0.03588
1400,0.04141
1401,0.03383
1404,0.04202
1405,0.03550
1406,0.04925
1407,0.02777
1409,0.03584
1411,0.03389
1414,0.04571
1415,0.03683
1416,0.03804
1418,0.04950
1419,0.03103
1420,0.03316
1422,0.04267
1424,0.03930
1426,0.04020
1427,0.03744
1428,0.04030
1429,0.04805
1431,0.03079
1432,0.04399
1434,0.04645
1435,0.03608
1439,0.03924
1440,0.03985
1441,0.03782
1442,0.03594
1446,0.04104
1447,0.04204
1451,0.03746
1452,0.03141
1454,0.04047
1457,0.03157
1458,0.04030
1459,0.04042
1461,0.03899
1462,0.03642
1465,0.05750
1468,0.04269
1470,0.03458
1471,0.03755
1472,0.03226
1476,0.03902
1482,0.03238
1485,0.04350
1486,0.04625
1487,0.04646
1489,0.04616
1492,0.03218
1494,0.04321
1495,0.03465
1497,0.02982
1499,0.03518
1500,0.03500
1501,0.03424
1505,0.05165
1507,0.03866
1509,0.05210
1511,0.03226
1513,0.03241
1514,0.03454
1515,0.04880
1517,0.05805
1520,0.05430
1522,0.03249
1523,0.03213
1524,0.05550
1526,0.04596
1527,0.03169
1528,0.03980
1531,0.03068
1533,0.04385
1534,0.04024
1535,0.05053
1538,0.03833
1541,0.04827
1542,0.04468
1543,0.03917
1546,0.03928
1548,0.03890
1549,0.04414
1550,0.03312
1551,0.03924
1553,0.04395
1558,0.04182
1560,0.03299
1561,0.03212
1562,0.03886
1565,0.03910
1566,0.03408
1567,0.02846
1568,0.03896
1569,0.04018
1570,0.03819
1573,0.03279
1576,0.03426
1577,0.03285
1579,0.04519
1580,0.05478
1581,0.03776
1584,0.03841
1586,0.02987
1587,0.03780
1590,0.03804
1591,0.03189
1594,0.04984
1595,0.02785
1596,0.03090
1601,0.03658
1605,0.04637
1607,0.04947
1608,0.03291
1610,0.03816
1611,0.04412
1612,0.03768
1616,0.04582
1617,0.04105
1618,0.03519
1620,0.03691
1621,0.03484
1623,0.03584
1624,0.04056
1625,0.04017
1626,0.04329
1628,0.04438
1630,0.04596
1632,0.03596
1633,0.04787
1635,0.04071
1637,0.03635
1638,0.04185
1639,0.04762
1640,0.03649
1643,0.04382
1644,0.04195
1645,0.03966
1647,0.03050
1649,0.02976
1651,0.03517
1652,0.03309
1654,0.03748
1655,0.03248
1656,0.04960
1658,0.04211
1660,0.03229
1661,0.03637
1662,0.03958
1663,0.03345
1664,0.03871
1665,0.05491
1668,0.04724
1669,0.03303
1673,0.03928
1674,0.05356
1675,0.02780
1676,0.03245
1677,0.03457
1679,0.03500
1682,0.04587
1683,0.03852
1685,0.04546
1687,0.03186
1689,0.03953
1690,0.03956
1694,0.03902
1696,0.03892
1697,0.03386
1699,0.04475
1700,0.04306
1701,0.02894
1702,0.03531
1704,0.03675
1705,0.04143
1708,0.04139
1710,0.03495
1712,0.02754
1719,0.03669
1720,0.03284
1722,0.03737
1723,0.03803
1724,0.04618
1725,0.03922
1726,0.04861
1727,0.03632
1728,0.03691
1732,0.04078
1733,0.04977
1734,0.04125
1735,0.04751
1739,0.03787
1740,0.03316
1741,0.04523
1742,0.03742
1743,0.03938
1744,0.04687
1746,0.03989
1750,0.05468
1753,0.03630
1755,0.03293
1758,0.03714
1760,0.03088
1763,0.03724
1765,0.03067
1766,0.03943
1769,0.04065
1771,0.03989
1772,0.03287
1775,0.04306
1776,0.02925
1778,0.03500
1780,0.04094
1781,0.03335
1783,0.03288
1785,0.02745
1788,0.03747
1791,0.04844
1793,0.03796
1794,0.03481
1796,0.02938
1797,0.03739
1798,0.05171
1800,0.05907
1803,0.04038
1804,0.03744
1810,0.03328
1812,0.03679
1813,0.04031
1816,0.03572
1817,0.03625
1818,0.03862
1819,0.03841
1820,0.03064
1821,0.03519
1822,0.02805
1823,0.02821
1826,0.03050
1827,0.04211
1828,0.03621
1829,0.03227
1830,0.03807
1831,0.04072
1834,0.03064
1836,0.03504
1839,0.04404
1841,0.02843
1846,0.03753
1847,0.03030
1850,0.04824
1852,0.04369
1853,0.04889
1854,0.04840
1855,0.03682
1857,0.03645
1858,0.03810
1860,0.04329
1863,0.04610
1866,0.04203
1868,0.04197
1869,0.04280
1870,0.02916
1874,0.02824
1875,0.03064
1877,0.03838
1878,0.03019
1879,0.03479
1881,0.04036
1882,0.04848
1885,0.03228
1886,0.03958
1887,0.05065
1888,0.02946
1889,0.03637
1890,0.03891
1891,0.04520
1892,0.03649
1894,0.03831
1895,0.05680
1896,0.04790
1897,0.03565
1898,0.04639
1901,0.03221
1904,0.03254
1905,0.04889
1906,0.03195
1907,0.04794
1908,0.04580
1910,0.03890
1911,0.04096
1914,0.03984
1916,0.03078
1919,0.04170
1920,0.05438
1921,0.03699
1922,0.03950
1923,0.03839
1924,0.04234
1926,0.03295
1928,0.03131
1929,0.04116
1931,0.03456
1932,0.03478
1933,0.03123
1934,0.03553
1935,0.03574
1936,0.04755
1937,0.04245
1939,0.03536
1940,0.05185
1942,0.04111
1944,0.03712
1945,0.03788
1946,0.04850
1947,0.03640
1948,0.04086
1954,0.03983
1955,0.05272
1956,0.03733
1958,0.03058
1961,0.03786
1963,0.02934
1967,0.04019
1968,0.03083
1970,0.03036
1971,0.03260
1973,0.05006
1979,0.04431
1980,0.04874
1982,0.02719
1984,0.03624
1986,0.03598
1987,0.05663
1989,0.04833
1990,0.03947
1991,0.04134
1993,0.03259
1994,0.03550
1995,0.03998
1996,0.03905
1999,0.03968
2001,0.04220
2002,0.03446
2005,0.03250
2006,0.03378
2008,0.03607
2009,0.03182
2011,0.03031
2012,0.04208
2013,0.03964
2015,0.03887
2017,0.03148
2019,0.03087
2020,0.03675
2022,0.03445
2023,0.03427
2024,0.02969
2026,0.03146
2027,0.04526
2028,0.03829
2029,0.03996
2030,0.03960
2032,0.04300
2033,0.04902
2035,0.03730
2036,0.03252
2037,0.04339
2038,0.04570
2039,0.03348
2040,0.04716
2041,0.03794
2042,0.04481
2043,0.04558
2044,0.04048
2046,0.04480
2047,0.03836
2048,0.04162
2049,0.04218
2050,0.03709
2054,0.03936
2061,0.04160
2063,0.04276
2064,0.03688
2065,0.04204
2067,0.04299
2068,0.02859
2069,0.03472
2070,0.03697
2072,0.03992
2073,0.03922
2075,0.03793
2076,0.03511
2077,0.04097
2078,0.03622
2079,0.02802
2081,0.04350
2082,0.05775
2085,0.03227
2086,0.04231
2087,0.03414
2088,0.05877
2089,0.04037
2091,0.03732
2092,0.04829
2093,0.04377
2094,0.03800
2095,0.04004
2096,0.04693
2097,0.03725
2099,0.03368
2100,0.05419
2103,0.04210
2104,0.03502
2105,0.03446
2106,0.03374
2107,0.03685
2110,0.04058
2113,0.03203
2114,0.04986
2115,0.04185
2118,0.04325
2119,0.05609
2120,0.04351
2121,0.03417
2123,0.02937
2124,0.04733
2128,0.06070
2129,0.05654
2131,0.04573
2132,0.04026
2133,0.04330
2134,0.03680
2137,0.04433
2140,0.03907
2141,0.03190
2142,0.04046
2146,0.03224
2148,0.04188
2149,0.04689
2151,0.04768
2152,0.03845
2153,0.05230
2154,0.04347
2155,0.04417
2158,0.03832
2159,0.05357
2160,0.03896
2161,0.03187
2164,0.03280
2166,0.03862
2167,0.03408
2170,0.05421
2171,0.05694
2172,0.03725
2173,0.03662
2175,0.04382
2177,0.03453
2178,0.04364
2179,0.04279
2180,0.03518
2182,0.03899
2183,0.03321
2184,0.04068
2186,0.03441
2187,0.03915
2188,0.04018
2189,0.03674
2191,0.03465
2192,0.05363
2194,0.04180
2196,0.04611
2197,0.04464
2198,0.03492
2199,0.03589
2200,0.03344
2201,0.03388
2202,0.03155
2205,0.03202
2206,0.03728
2207,0.04075
2208,0.03670
2212,0.04691
2215,0.03968
2216,0.03598
2217,0.03924
2218,0.03363
2220,0.04706
2221,0.04410
2223,0.04373
2225,0.03591
2226,0.04287
2231,0.03426
2232,0.04040
2233,0.04337
2234,0.03757
2235,0.03285
2236,0.04079
2237,0.04706
2239,0.03707
2240,0.03485
2242,0.03642
2247,0.03166
2248,0.03415
2250,0.04651
2251,0.04182
2255,0.03974
2257,0.03005
2258,0.04242
2259,0.05366
2260,0.03414
2261,0.04450
2263,0.04114
2265,0.04070
2266,0.03439
2267,0.05263
2268,0.04115
2269,0.03487
2270,0.04929
2271,0.04339
2272,0.03248
2273,0.04288
2275,0.03543
2276,0.04499
2277,0.03509
2278,0.04587
2279,0.04921
2282,0.04874
2285,0.04309
2286,0.03895
2289,0.03298
2294,0.05351
2296,0.03177
2297,0.04710
2299,0.03939
2300,0.05486
2301,0.05146
2302,0.03371
2305,0.04106
2306,0.05007
2307,0.03243
2308,0.04149
2310,0.04961
2312,0.04254
2316,0.04550
2317,0.03827
2319,0.04682
2320,0.04183
2322,0.03373
2323,0.03431
2324,0.02546
2326,0.03903
2327,0.03146
2328,0.04923
2329,0.03942
2331,0.03949
2335,0.03504
2338,0.03036
2339,0.05449
2340,0.03658
2341,0.02926
2342,0.04622
2345,0.04899
2349,0.03096
2350,0.03191
2351,0.04174
2353,0.04428
2354,0.04772
2355,0.04352
2356,0.04130
2357,0.05028
2359,0.03223
2360,0.04927
2361,0.03470
2362,0.04558
2364,0.04716
2366,0.03684
2368,0.03767
2369,0.04944
2370,0.03990
2372,0.04030
2376,0.03003
2381,0.03964
2383,0.03420
2384,0.03683
2385,0.04181
2386,0.03118
2388,0.03686
2390,0.03717
2392,0.04163
2394,0.05024
2395,0.04139
2396,0.03138
2397,0.03768
2399,0.04293
2401,0.03221
2402,0.03101
2403,0.04852
2405,0.05911
2406,0.04992
2407,0.05643
2408,0.03001
2410,0.02749
2412,0.04489
2415,0.04301
2417,0.03334
2418,0.03068
2420,0.04503
2421,0.04648
2425,0.05179
2426,0.03315
2427,0.03807
2428,0.03028
2429,0.03456
2434,0.03205
2435,0.03024
2436,0.04439
2437,0.04025
2438,0.04510
2439,0.03744
2441,0.04099
2443,0.03915
2444,0.03895
2445,0.04175
2446,0.04532
2449,0.04318
2452,0.03994
2453,0.04974
2454,0.03623
2455,0.03712
2456,0.04934
2457,0.03674
2460,0.05332
2461,0.03877
2463,0.03125
2465,0.03297
2466,0.03606
2468,0.04937
2469,0.05292
2471,0.03418
2472,0.04653
2473,0.04396
2474,0.03873
2475,0.03860
2476,0.03981
2477,0.03460
2478,0.03344
2480,0.04114
2483,0.03873
2484,0.03099
2486,0.05524
2488,0.03753
2489,0.03482
2490,0.02828
2495,0.04167
2496,0.03593
2497,0.04816
2498,0.03828
2503,0.03231
2505,0.03571
2506,0.03367
2507,0.04210
2508,0.04723
2509,0.03079
2514,0.04099
2515,0.04215
2521,0.04577
2522,0.03123
2523,0.03028
2524,0.04441
2526,0.03519
2527,0.04314
2529,0.04156
2530,0.03495
2531,0.03428
2532,0.03848
2534,0.05326
2535,0.03986
2536,0.03050
2537,0.04253
2539,0.03517
2542,0.03466
2545,0.04799
2546,0.04392
2548,0.03504
2549,0.03899
2550,0.03745
2552,0.03699
2554,0.04073
2555,0.04421
2558,0.03650
2560,0.04122
2563,0.03881
2564,0.03878
2565,0.03262
2571,0.04770
2574,0.04563
2575,0.03157
2576,0.03249
2577,0.04696
2578,0.03547
2579,0.04644
2581,0.04125
2582,0.03385
2583,0.03736
2585,0.03817
2586,0.03946
2587,0.03721
2591,0.03937
2592,0.03076
2594,0.03463
2595,0.03865
2597,0.03461
2598,0.04960
2599,0.04750
2600,0.04430
2602,0.04897
2603,0.03331
2605,0.03918
2606,0.03368
2607,0.03646
2608,0.03907
2609,0.03775
2610,0.04153
2611,0.03308
2613,0.03708
2615,0.03064
2616,0.04199
2621,0.03733
2623,0.03755
2624,0.03631
2625,0.04029
2626,0.03690
2627,0.04091
2628,0.03372
2629,0.03657
2630,0.02967
2631,0.05383
2633,0.05208
2634,0.05100
2635,0.03866
2636,0.04305
2638,0.03849
2639,0.03704
2640,0.03498
2642,0.04116
2643,0.04574
2646,0.03348
2647,0.05411
2648,0.04189
2649,0.03222
2650,0.03912
2652,0.03227
2654,0.03703
2658,0.04279
2659,0.03494
2660,0.04423
2661,0.04178
2662,0.03207
2663,0.04376
2665,0.04402
2666,0.03672
2667,0.04041
2668,0.03866
2671,0.03357
2673,0.04373
2674,0.03933
2675,0.04041
2676,0.04496
2677,0.03821
2678,0.03705
2681,0.03474
2683,0.02979
2685,0.04743
2687,0.03321
2690,0.05378
2692,0.03197
2693,0.03100
2694,0.03885
2695,0.03288
2696,0.04552
2697,0.04305
2698,0.05788
2699,0.03336
2701,0.03129
2702,0.04687
2703,0.05062
2705,0.03323
2711,0.03682
2715,0.03859
2720,0.03979
2721,0.04143
2722,0.03526
2724,0.04799
2726,0.04071
2729,0.02958
2730,0.03265
2731,0.03920
2732,0.03694
2733,0.03547
2734,0.04729
2736,0.03681
2738,0.03738
2739,0.03459
2740,0.03549
2741,0.04502
2743,0.03126
2746,0.04398
2747,0.04030
2750,0.04527
2751,0.04683
2752,0.03849
2753,0.02869
2755,0.04166
2756,0.03636
2757,0.03027
2761,0.04165
2763,0.04418
2764,0.04358
2765,0.02946
2767,0.04861
2769,0.04406
2772,0.03980
2774,0.04135
2776,0.03197
2777,0.02737
2778,0.03246
2782,0.03818
2783,0.03403
2786,0.03221
2790,0.03695
2791,0.03099
2792,0.04384
2793,0.03669
2794,0.03660
2795,0.04048
2796,0.04855
2797,0.03484
2800,0.04151
2801,0.03111
2802,0.03201
2804,0.03519
2805,0.03697
2807,0.03327
2808,0.05000
2811,0.04628
2812,0.03407
2813,0.03359
2814,0.05970
2815,0.04265
2817,0.03779
2819,0.04353
2821,0.03580
2825,0.04883
2828,0.04058
2829,0.03882
2831,0.03361
2832,0.03698
2834,0.04589
2835,0.03332
2836,0.04221
2837,0.04773
2838,0.04756
2840,0.03994
2841,0.03734
2842,0.03921
2843,0.03122
2845,0.03214
2847,0.03521
2848,0.03220
2850,0.04134
2851,0.04279
2854,0.03482
2856,0.03694
2857,0.03571
2858,0.03501
2859,0.03722
2862,0.04335
2864,0.02966
2865,0.04734
2866,0.03121
2867,0.03699
2868,0.03769
2869,0.03671
2871,0.03826
2872,0.03807
2873,0.03325
2874,0.03962
2875,0.03465
2878,0.03958
2882,0.03242
2883,0.04982
2886,0.03982
2887,0.03557
2888,0.04290
2889,0.04090
2892,0.03255
2893,0.03702
2895,0.03995
2897,0.03472
2898,0.04147
2899,0.04687
2903,0.03596
2906,0.04023
2907,0.03139
2909,0.03258
2913,0.03584
2915,0.04327
2916,0.03848
2917,0.03533
2918,0.03945
2921,0.03118
2924,0.04500
2925,0.04651
2928,0.05563
2929,0.03955
2931,0.05751
2932,0.04315
2934,0.04023
2936,0.05528
2937,0.04409
2939,0.03318
2940,0.05151
2941,0.03351
2942,0.03983
2943,0.04472
2946,0.03715
2947,0.03960
2949,0.04189
2952,0.03616
2953,0.04003
2954,0.04142
2956,0.02970
2960,0.03712
2962,0.04363
2964,0.03886
2965,0.03151
2966,0.05609
2967,0.03352
2968,0.04428
2971,0.03548
2972,0.04515
2973,0.03756
2975,0.05208
2976,0.03426
2977,0.04965
